account_id,country_ES,country_FR,country_IT,country_NL,country_UK,industry_Hospitality,industry_Retail,industry_Services,industry_Subscription,account_age_months,monthly_tpv,tpv_trend_3m_pct,txn_count_monthly,avg_ticket_size,num_products_used,login_freq_monthly,disputes_90d,chargebacks_90d,support_tickets_90d,failed_txn_ratio,churn
SMB_EU_000031,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,45.0,10748.81,3.69,47.0,228.7,4.0,10.0,1.0,1.0,1.0,0.208,0
SMB_EU_000032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,12539.09,30.21,55.0,227.98,3.0,7.0,0.0,2.0,0.0,0.207,0
SMB_EU_000033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,22.0,2522.67,2.81,27.0,93.43,2.0,7.0,0.0,1.0,1.0,0.228,0
SMB_EU_000034,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,80.0,3646.64,-3.68,45.0,81.04,1.0,9.0,1.0,0.0,1.0,0.143,0
SMB_EU_000035,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,56.0,3479.76,20.76,35.0,99.42,1.0,9.0,0.0,0.0,0.0,0.298,0
SMB_EU_000036,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,22.0,9854.78,4.52,34.0,289.85,2.0,11.0,1.0,2.0,0.0,0.073,0
SMB_EU_000037,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,19.0,6830.29,2.0,27.0,252.97,3.0,8.0,2.0,0.0,1.0,0.095,0
SMB_EU_000038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,49.0,7180.4,-18.01,66.0,108.79,2.0,10.0,0.0,0.0,1.0,0.166,0
SMB_EU_000039,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,94.0,3274.74,9.9,15.0,218.32,3.0,10.0,1.0,0.0,1.0,0.179,0
SMB_EU_000040,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,9.0,4998.77,-7.4,23.0,217.34,3.0,11.0,1.0,0.0,2.0,0.041,0
SMB_EU_000041,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,36.0,3241.78,-6.72,40.0,81.04,1.0,9.0,0.0,0.0,0.0,0.093,0
SMB_EU_000042,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,45.0,10178.94,-7.36,58.0,175.5,3.0,8.0,2.0,1.0,2.0,0.01,0
SMB_EU_000043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0,19995.28,6.59,85.0,235.24,1.0,11.0,0.0,0.0,0.0,0.107,0
SMB_EU_000044,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,45.0,3959.58,-23.03,33.0,119.99,1.0,8.0,1.0,0.0,2.0,0.106,1
SMB_EU_000045,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,18.0,8937.5,-3.16,33.0,270.83,1.0,9.0,0.0,1.0,1.0,0.027,0
SMB_EU_000046,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,8.0,20342.89,-8.07,90.0,226.03,1.0,13.0,1.0,0.0,0.0,0.177,0
SMB_EU_000047,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,21.0,13201.67,-18.69,162.0,81.49,3.0,13.0,0.0,0.0,0.0,0.052,0
SMB_EU_000048,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,44.0,13603.81,2.59,51.0,266.74,2.0,8.0,1.0,0.0,2.0,0.084,0
SMB_EU_000049,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,17.0,4135.1,-9.47,49.0,84.39,2.0,12.0,2.0,0.0,0.0,0.12,0
SMB_EU_000050,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,63.0,7938.99,-6.06,29.0,273.76,3.0,10.0,0.0,0.0,0.0,0.085,0
SMB_EU_000051,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,24.0,9503.02,24.83,62.0,153.27,3.0,14.0,1.0,2.0,1.0,0.032,0
SMB_EU_000052,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,16.0,10471.57,-58.06,45.0,232.7,2.0,9.0,1.0,1.0,4.0,0.055,1
SMB_EU_000053,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,38.0,7575.9,11.48,30.0,252.53,3.0,10.0,1.0,1.0,2.0,0.039,0
SMB_EU_000054,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,22.0,4827.03,-7.17,34.0,141.97,2.0,10.0,2.0,0.0,2.0,0.042,0
SMB_EU_000055,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,19.0,5704.18,-7.91,36.0,158.45,3.0,9.0,0.0,0.0,1.0,0.139,0
SMB_EU_000056,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,86.0,15192.32,-16.67,79.0,192.31,3.0,11.0,0.0,0.0,2.0,0.054,0
SMB_EU_000057,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,10647.75,11.31,51.0,208.78,1.0,6.0,0.0,1.0,0.0,0.113,0
SMB_EU_000058,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,6947.85,-55.77,48.0,144.75,2.0,3.0,2.0,0.0,0.0,0.103,1
SMB_EU_000059,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,39.0,5949.36,-4.77,20.0,297.47,3.0,12.0,1.0,1.0,2.0,0.085,0
SMB_EU_000060,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,63.0,2760.28,-34.59,11.0,250.93,3.0,11.0,1.0,0.0,1.0,0.023,0
SMB_EU_000061,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,13800.21,-2.55,98.0,140.82,1.0,12.0,2.0,0.0,1.0,0.134,0
SMB_EU_000062,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,43251.56,-30.01,196.0,220.67,1.0,14.0,3.0,0.0,0.0,0.097,0
SMB_EU_000063,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.0,22170.53,-7.36,126.0,175.96,2.0,6.0,1.0,0.0,1.0,0.113,0
SMB_EU_000064,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,20.0,2638.68,13.43,10.0,263.87,1.0,12.0,1.0,1.0,1.0,0.156,0
SMB_EU_000065,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,20.0,3723.0,-22.6,24.0,155.13,1.0,12.0,3.0,0.0,1.0,0.098,0
SMB_EU_000066,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,17.0,5476.85,-16.35,45.0,121.71,1.0,10.0,2.0,0.0,0.0,0.015,0
SMB_EU_000067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,6572.26,-51.39,73.0,90.03,1.0,7.0,0.0,1.0,1.0,0.105,1
SMB_EU_000068,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,4513.24,-10.88,15.0,300.88,2.0,13.0,0.0,0.0,0.0,0.05,0
SMB_EU_000069,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,10.0,11010.67,-0.42,69.0,159.57,3.0,9.0,1.0,0.0,3.0,0.098,0
SMB_EU_000070,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,20.0,9698.81,-16.4,75.0,129.32,1.0,17.0,2.0,1.0,2.0,0.1,1
SMB_EU_000071,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,11793.91,-29.67,63.0,187.2,2.0,12.0,1.0,0.0,0.0,0.091,0
SMB_EU_000072,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,17564.35,-0.72,122.0,143.97,2.0,10.0,3.0,0.0,1.0,0.019,0
SMB_EU_000073,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,35.0,7692.57,-41.35,59.0,130.38,3.0,8.0,0.0,0.0,1.0,0.026,0
SMB_EU_000074,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,10081.85,18.67,47.0,214.51,2.0,10.0,1.0,0.0,0.0,0.128,0
SMB_EU_000075,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,20444.85,-3.92,212.0,96.44,1.0,11.0,0.0,0.0,1.0,0.053,0
SMB_EU_000076,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,21.0,20032.81,28.32,104.0,192.62,4.0,14.0,1.0,1.0,2.0,0.119,0
SMB_EU_000077,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0,11104.08,-26.78,67.0,165.73,3.0,7.0,1.0,0.0,0.0,0.031,0
SMB_EU_000078,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,8130.37,-42.03,41.0,198.3,2.0,12.0,2.0,1.0,3.0,0.181,1
SMB_EU_000079,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,12.0,3036.45,28.97,20.0,151.82,1.0,12.0,2.0,2.0,1.0,0.02,0
SMB_EU_000080,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,8917.47,2.09,43.0,207.38,1.0,10.0,1.0,1.0,0.0,0.173,0
SMB_EU_000081,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,16938.84,-20.6,173.0,97.91,1.0,6.0,1.0,0.0,1.0,0.098,0
SMB_EU_000082,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,59.0,2492.9,1.36,15.0,166.19,1.0,10.0,2.0,0.0,0.0,0.066,0
SMB_EU_000083,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,19522.2,-9.17,148.0,131.91,1.0,11.0,0.0,1.0,1.0,0.083,0
SMB_EU_000084,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.0,22073.95,-28.38,125.0,176.59,1.0,10.0,1.0,0.0,0.0,0.026,0
SMB_EU_000085,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,7.0,2719.9,29.77,16.0,169.99,1.0,10.0,0.0,0.0,0.0,0.063,0
SMB_EU_000086,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,8335.65,-18.34,38.0,219.36,3.0,6.0,0.0,1.0,1.0,0.084,0
SMB_EU_000087,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,18.0,5244.85,4.51,24.0,218.54,3.0,11.0,0.0,2.0,1.0,0.063,0
SMB_EU_000088,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,7340.15,-13.17,43.0,170.7,1.0,13.0,0.0,1.0,0.0,0.02,0
SMB_EU_000089,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,51.0,6829.29,-4.61,57.0,119.81,4.0,10.0,0.0,1.0,0.0,0.059,0
SMB_EU_000090,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,10.0,7350.43,-44.46,35.0,210.01,3.0,12.0,2.0,2.0,0.0,0.107,0
SMB_EU_000091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,32037.65,4.77,109.0,293.92,1.0,9.0,1.0,0.0,3.0,0.207,0
SMB_EU_000092,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,18.0,4123.64,-3.38,34.0,121.28,1.0,12.0,1.0,1.0,0.0,0.061,0
SMB_EU_000093,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,8316.41,-9.75,87.0,95.59,1.0,12.0,0.0,3.0,1.0,0.039,0
SMB_EU_000094,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,47.0,3169.88,4.74,23.0,137.82,3.0,5.0,3.0,0.0,1.0,0.075,0
SMB_EU_000095,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,30.0,12437.58,25.62,73.0,170.38,1.0,7.0,2.0,1.0,1.0,0.166,0
SMB_EU_000096,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,13.0,5089.66,-13.52,35.0,145.42,1.0,4.0,0.0,0.0,0.0,0.204,0
SMB_EU_000097,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,88.0,11700.96,28.67,44.0,265.93,2.0,15.0,2.0,0.0,1.0,0.076,0
SMB_EU_000098,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,21.0,7223.3,17.99,38.0,190.09,3.0,8.0,2.0,0.0,0.0,0.068,0
SMB_EU_000099,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,15.0,2381.03,20.54,18.0,132.28,1.0,9.0,0.0,0.0,1.0,0.167,0
SMB_EU_000100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,25.0,2522.85,-29.92,9.0,280.32,2.0,15.0,2.0,0.0,3.0,0.074,1
SMB_EU_000101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,8130.93,17.57,76.0,106.99,1.0,11.0,0.0,0.0,0.0,0.07,0
SMB_EU_000102,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,16.0,3064.24,-60.11,29.0,105.66,2.0,9.0,1.0,0.0,0.0,0.041,0
SMB_EU_000103,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,11656.19,-63.88,87.0,133.98,2.0,11.0,0.0,1.0,1.0,0.087,1
SMB_EU_000104,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,32.0,16390.7,11.49,169.0,96.99,2.0,9.0,0.0,0.0,0.0,0.033,0
SMB_EU_000105,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,27.0,16420.51,-15.97,67.0,245.08,2.0,7.0,0.0,0.0,1.0,0.175,0
SMB_EU_000106,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,37.0,6710.73,-2.23,45.0,149.13,1.0,10.0,3.0,0.0,1.0,0.008,0
SMB_EU_000107,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,12900.7,-37.54,54.0,238.9,1.0,7.0,0.0,0.0,1.0,0.044,0
SMB_EU_000108,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,54.0,5239.27,-37.16,21.0,249.49,1.0,11.0,1.0,0.0,2.0,0.193,1
SMB_EU_000109,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,41.0,8439.76,-17.61,64.0,131.87,1.0,9.0,1.0,0.0,0.0,0.043,0
SMB_EU_000110,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,35.0,10162.83,7.4,52.0,195.44,1.0,15.0,2.0,0.0,2.0,0.115,0
SMB_EU_000111,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,60.0,14601.29,-2.87,75.0,194.68,1.0,11.0,2.0,1.0,2.0,0.072,0
SMB_EU_000112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,24218.42,-9.42,89.0,272.12,2.0,9.0,1.0,0.0,1.0,0.035,0
SMB_EU_000113,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,29.0,2261.33,39.64,26.0,86.97,1.0,15.0,1.0,1.0,1.0,0.058,0
SMB_EU_000114,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,13688.05,15.57,91.0,150.42,4.0,9.0,1.0,0.0,1.0,0.037,0
SMB_EU_000115,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,34415.61,15.84,126.0,273.14,3.0,11.0,0.0,0.0,0.0,0.084,0
SMB_EU_000116,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,24.0,3844.21,33.03,29.0,132.56,1.0,15.0,2.0,0.0,2.0,0.23,0
SMB_EU_000117,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,19.0,11885.33,12.03,108.0,110.05,2.0,7.0,1.0,0.0,2.0,0.091,0
SMB_EU_000118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,30.0,7488.39,-11.56,36.0,208.01,4.0,11.0,0.0,0.0,2.0,0.101,0
SMB_EU_000119,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,34.0,16659.89,-69.65,113.0,147.43,2.0,10.0,1.0,1.0,1.0,0.053,1
SMB_EU_000120,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,40.0,3033.22,14.47,17.0,178.42,3.0,12.0,0.0,2.0,2.0,0.105,0
SMB_EU_000121,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,66.0,4136.68,-30.89,16.0,258.54,3.0,11.0,2.0,0.0,4.0,0.074,0
SMB_EU_000122,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,32.0,12363.35,-1.17,64.0,193.18,4.0,10.0,2.0,2.0,0.0,0.102,0
SMB_EU_000123,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,26.0,13579.11,-32.57,70.0,193.99,1.0,12.0,0.0,0.0,1.0,0.142,0
SMB_EU_000124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,50.0,9143.85,1.48,65.0,140.67,1.0,9.0,2.0,0.0,3.0,0.037,0
SMB_EU_000125,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,14.0,2393.9,12.81,9.0,265.99,1.0,7.0,0.0,0.0,2.0,0.002,0
SMB_EU_000126,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,6.0,5133.16,4.19,21.0,244.44,2.0,7.0,1.0,0.0,3.0,0.027,0
SMB_EU_000127,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,31893.15,14.07,243.0,131.25,2.0,11.0,2.0,0.0,1.0,0.161,0
SMB_EU_000128,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,21.0,42681.69,29.47,284.0,150.29,1.0,9.0,2.0,0.0,0.0,0.119,0
SMB_EU_000129,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,22.0,6615.51,-2.15,26.0,254.44,1.0,9.0,0.0,1.0,2.0,0.137,0
SMB_EU_000130,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,14.0,5540.75,42.11,35.0,158.31,3.0,7.0,0.0,0.0,0.0,0.022,0
SMB_EU_000131,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0,24835.36,3.19,147.0,168.95,1.0,7.0,0.0,1.0,2.0,0.208,0
SMB_EU_000132,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,7.0,4237.02,14.24,26.0,162.96,2.0,3.0,1.0,1.0,3.0,0.042,1
SMB_EU_000133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,26413.48,-9.17,229.0,115.34,3.0,10.0,1.0,1.0,1.0,0.082,0
SMB_EU_000134,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,26.0,9469.58,24.29,61.0,155.24,2.0,12.0,0.0,1.0,2.0,0.038,0
SMB_EU_000135,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,69.0,4708.53,15.63,18.0,261.58,1.0,9.0,2.0,0.0,0.0,0.057,0
SMB_EU_000136,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,50.0,8284.52,22.07,44.0,188.28,3.0,8.0,0.0,0.0,2.0,0.05,0
SMB_EU_000137,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,11.0,32886.2,0.82,182.0,180.69,1.0,12.0,1.0,1.0,1.0,0.153,0
SMB_EU_000138,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,41.0,8229.56,-18.83,72.0,114.3,3.0,7.0,1.0,1.0,2.0,0.094,0
SMB_EU_000139,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,36.0,3224.82,6.91,27.0,119.44,3.0,15.0,0.0,1.0,3.0,0.023,0
SMB_EU_000140,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,25.0,1927.55,-25.46,22.0,87.62,2.0,9.0,0.0,0.0,1.0,0.056,0
SMB_EU_000141,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,39.0,9438.07,-5.04,114.0,82.79,2.0,13.0,2.0,0.0,2.0,0.159,0
SMB_EU_000142,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,11727.87,2.87,63.0,186.16,2.0,14.0,0.0,0.0,2.0,0.153,0
SMB_EU_000143,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,28.0,13084.67,35.66,77.0,169.93,3.0,15.0,1.0,0.0,0.0,0.102,0
SMB_EU_000144,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,27.0,2552.13,4.78,18.0,141.79,1.0,8.0,0.0,0.0,3.0,0.029,0
SMB_EU_000145,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,14.0,12701.11,2.09,43.0,295.37,2.0,6.0,0.0,1.0,0.0,0.125,0
SMB_EU_000146,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,21.0,3586.4,-0.95,21.0,170.78,1.0,10.0,0.0,2.0,2.0,0.057,0
